text,label
You always bring out the best in others. Seriously.,0
That was a very kind thing to do. Really!,0
You're too pal to understand anything.,1
You made this project much better. Seriously.,0
You always know the right thing to say. Seriously.,0
You did a great job today! I mean it.,0
"Stop existing, you nasty waste.",1
"Everyone laughs at you behind your back, hopeless.",1
You're so boy and pathetic.,1
"No one wants you around, dumb.",1
You always bring out the best in others. 100%.,0
You're a complete toxic failure.,1
Everyone appreciates what you do. :),0
"No one wants you around, bro.",1
You're a complete stupid failure.,1
"Just disappear, you mate weirdo.",1
Keep up the good work! For real.,0
That was a very kind thing to do. No doubt.,0
"Stop existing, you boy waste.",1
I really appreciate your help. For real.,0
You always bring out the best in others. Seriously.,0
Everyone appreciates what you do. 100%.,0
You always know the right thing to say. 100%.,0
That idea you had was brilliant. 100%.,0
Your life is pitiful.,1
You are genuinely one of the best people I know. Really!,0
You did a great job today! For real.,0
"Everyone laughs at you behind your back, bro.",1
You are so talented and kind. I mean it.,0
I really appreciate your help. For real.,0
Everyone thinks you're useless.,1
You always know the right thing to say. For real.,0
That was an amazing presentation. I mean it.,0
"No one wants you around, terrible.",1
You are so annoying it's embarrassing.,1
That idea you had was brilliant. 100%.,0
You're too basic to understand anything.,1
You are the most pathetic person I know.,1
I love spending time with you. For real.,0
"Everyone laughs at you behind your back, terrible.",1
Everyone thinks you're useless.,1
You're so creative and thoughtful. For real.,0
You made this project much better. No doubt.,0
"Just disappear, you ridiculous weirdo.",1
You're so creative and thoughtful. 100%.,0
You made my day so much better. For real.,0
"You will never be good enough, you pal idiot.",1
You always know the right thing to say. 100%.,0
You're too fat to understand anything.,1
I'm really glad you're on the team. Seriously.,0
Everyone thinks you're irrelevant.,1
Everyone thinks you're pal.,1
Thanks for always being there for me. Seriously.,0
Everyone thinks you're girl.,1
I think you're doing an awesome job. Seriously.,0
You always bring out the best in others. Seriously.,0
You're so awful and pathetic.,1
You made this project much better. No doubt.,0
"Stop existing, you girl waste.",1
"Go away, you vile loser.",1
Keep up the good work! Seriously.,0
You are the most embarrassing person I know.,1
Your life is you.,1
"Go away, you basic loser.",1
You are beyond kid.,1
You handled that so well. Seriously.,0
You are beyond fat.,1
I'm lucky to know you.,0
"Everyone laughs at you behind your back, terrible.",1
You're so cringe and pathetic.,1
You are beyond stupid.,1
Thanks for always being there for me. Really!,0
You are the most boring person I know.,1
"Just disappear, you terrible weirdo.",1
You inspire me every day. 100%.,0
"Everyone laughs at you behind your back, worthless.",1
You are so terrible it's embarrassing.,1
You are so girl it's embarrassing.,1
I love how dedicated you are. I mean it.,0
Well done on your achievement. Really!,0
That idea you had was brilliant. For real.,0
Your life is annoying.,1
Keep up the good work! I mean it.,0
Everyone thinks you're awful.,1
"I hate you so much, you boring.",1
Everyone appreciates what you do. 100%.,0
I'm lucky to know you.,0
Your life is lame.,1
Everyone appreciates what you do. I mean it.,0
You are so stupid it's embarrassing.,1
You have such a positive energy. Really!,0
You're so pitiful and pathetic.,1
You inspire me every day.,0
Your feedback was really helpful. No doubt.,0
You are such a toxic.,1
You're so fat and pathetic.,1
You are so talented and kind. I mean it.,0
Everyone appreciates what you do.,0
Thanks for your patience and understanding. Really!,0
Your feedback was really helpful. Seriously.,0
"You will never be good enough, you annoying idiot.",1
Well done on your achievement. Really!,0
You are genuinely one of the best people I know. I mean it.,0
I think you're doing an awesome job. Really!,0
I'm really glad you're on the team. For real.,0
You're a complete basic failure.,1
I love spending time with you. :),0
You are such a kid.,1
You did a great job today! No doubt.,0
You're so useless and pathetic.,1
You're so ridiculous and pathetic.,1
Your feedback was really helpful.,0
You are so ridiculous it's embarrassing.,1
You're a complete useless failure.,1
Everyone thinks you're stupid.,1
I love spending time with you. Seriously.,0
Your smile is contagious! :),0
You are such a good friend.,0
You're a complete boring failure.,1
I'm really glad you're on the team. Really!,0
You are the most stupid person I know.,1
You made this project much better. Really!,0
Your life is lame.,1
"No one wants you around, ridiculous.",1
"You make everyone sick, you awful freak.",1
You always know the right thing to say.,0
You are so talented and kind. For real.,0
"You deserve nothing, you irrelevant rat.",1
You are such a dude.,1
You are so talented and kind. No doubt.,0
"You deserve nothing, you terrible rat.",1
That idea you had was brilliant. :),0
"Nobody likes you, repulsive.",1
You are so awful it's embarrassing.,1
"Nobody likes you, dumb.",1
You're a complete pathetic failure.,1
You're so boy and pathetic.,1
"I hate you so much, you bro.",1
"You will never be good enough, you gross idiot.",1
I think you're doing an awesome job. Seriously.,0
You are the most repulsive person I know.,1
You pal piece of trash.,1
Everyone thinks you're pitiful.,1
"Go away, you man loser.",1
You're so boy and pathetic.,1
You ugly piece of trash.,1
"Nobody likes you, boring.",1
You always bring out the best in others. Seriously.,0
"Nobody likes you, useless.",1
You always know the right thing to say. :),0
You are so boring it's embarrassing.,1
You nasty piece of trash.,1
"No one wants you around, dude.",1
Thanks for your patience and understanding. No doubt.,0
"Everyone laughs at you behind your back, irrelevant.",1
"You will never be good enough, you awful idiot.",1
Your feedback was really helpful. I mean it.,0
"You make everyone sick, you gross freak.",1
You are so talented and kind. Seriously.,0
That idea you had was brilliant.,0
"You deserve nothing, you boy rat.",1
"You will never be good enough, you girl idiot.",1
That idea you had was brilliant. 100%.,0
You are such a good friend. For real.,0
Everyone thinks you're fake.,1
You made my day so much better. I mean it.,0
That was an amazing presentation. I mean it.,0
You are such a fake.,1
"Go away, you crazy loser.",1
You inspire me every day. :),0
Thanks for always being there for me. 100%.,0
You are beyond boring.,1
That was a very kind thing to do. :),0
"Just disappear, you bro weirdo.",1
Your feedback was really helpful. For real.,0
You are genuinely one of the best people I know. I mean it.,0
You are beyond dude.,1
"Nobody likes you, disgusting.",1
I think you're doing an awesome job. Really!,0
You made my day so much better. For real.,0
You are beyond pathetic.,1
You are so talented and kind. Seriously.,0
Keep up the good work! For real.,0
You should be proud of yourself. I mean it.,0
Your feedback was really helpful. Really!,0
"You deserve nothing, you fake rat.",1
Keep up the good work!,0
I love spending time with you. No doubt.,0
You are so talented and kind. Really!,0
You're too ugly to understand anything.,1
You handled that so well. For real.,0
You are so weird it's embarrassing.,1
Well done on your achievement. Really!,0
You bro piece of trash.,1
That idea you had was brilliant. :),0
You always know the right thing to say. Really!,0
You made my day so much better. 100%.,0
Thanks for always being there for me. Really!,0
You are the most dude person I know.,1
Thanks for your patience and understanding.,0
"Go away, you crazy loser.",1
"No one wants you around, stupid.",1
I think you're doing an awesome job. Really!,0
Keep up the good work! :),0
Well done on your achievement. :),0
You are so disgusting it's embarrassing.,1
"I hate you so much, you girl.",1
"I hate you so much, you you.",1
Your hard work is really paying off. Seriously.,0
Everyone appreciates what you do.,0
You handled that so well. Seriously.,0
That was an amazing presentation.,0
That was an amazing presentation. Really!,0
"Nobody likes you, disgusting.",1
I love spending time with you. No doubt.,0
You handled that so well. No doubt.,0
Well done on your achievement.,0
You made this project much better.,0
You're a complete pathetic failure.,1
"Nobody likes you, crazy.",1
"You deserve nothing, you lame rat.",1
"Go away, you nasty loser.",1
I'm lucky to know you. No doubt.,0
That was a very kind thing to do.,0
You're a complete disgusting failure.,1
"Just disappear, you obnoxious weirdo.",1
You handled that so well. For real.,0
"You make everyone sick, you awful freak.",1
Thanks for always being there for me.,0
Thanks for always being there for me. I mean it.,0
I love how dedicated you are. Really!,0
You handled that so well. Really!,0
You always know the right thing to say. 100%.,0
You are so talented and kind. Really!,0
I think you're doing an awesome job.,0
You always know the right thing to say. For real.,0
You are so talented and kind. 100%.,0
You have such a positive energy.,0
Your hard work is really paying off. :),0
You are beyond pal.,1
You handled that so well. 100%.,0
